Series_Title,IMDB_Rating,Genre,Runtime,Certificate,Released_Year,Rank,Lifetime Gross,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
Toy Story 2,7.9,"Animation, Adventure, Comedy",92.0,U,1999,254.0,497375381.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boogie Nights,7.9,Drama,155.0,R,1997,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mimi wo sumaseba,7.9,"Animation, Drama, Family",111.0,U,1995,,,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Once Were Warriors,7.9,"Crime, Drama",102.0,A,1994,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
True Romance,7.9,"Crime, Drama, Romance",119.0,R,1993,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Trois couleurs: Bleu,7.9,"Drama, Music, Mystery",94.0,U,1993,,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Jûbê ninpûchô,7.9,"Animation, Action, Adventure",94.0,A,1993,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlito's Way,7.9,"Crime, Drama, Thriller",144.0,A,1993,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Edward Scissorhands,7.9,"Drama, Fantasy, Romance",105.0,U,1990,,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
My Left Foot: The Story of Christy Brown,7.9,"Biography, Drama",103.0,U,1989,,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crimes and Misdemeanors,7.9,"Comedy, Drama",104.0,PG-13,1989,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Untouchables,7.9,"Crime, Drama, Thriller",119.0,A,1987,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Hannah and Her Sisters,7.9,"Comedy, Drama",107.0,PG-13,1986,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,7.9,"Drama, Sci-Fi",132.0,U,1985,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
This Is Spinal Tap,7.9,"Comedy, Music",82.0,R,1984,,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
A Christmas Story,7.9,"Comedy, Family",93.0,U,1983,,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Blues Brothers,7.9,"Action, Adventure, Comedy",133.0,U,1980,,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manhattan,7.9,"Comedy, Drama, Romance",96.0,R,1979,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
All That Jazz,7.9,"Drama, Music, Musical",123.0,A,1979,,,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Dawn of the Dead,7.9,"Action, Adventure, Horror",127.0,A,1978,,,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
All the President's Men,7.9,"Biography, Drama, History",138.0,U,1976,,,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
La montaña sagrada,7.9,"Adventure, Drama, Fantasy",114.0,R,1973,,,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Amarcord,7.9,"Comedy, Drama, Family",123.0,R,1973,,,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Le charme discret de la bourgeoisie,7.9,Comedy,102.0,PG,1972,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aguirre, der Zorn Gottes",7.9,"Action, Adventure, Biography",95.0,,1972,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harold and Maude,7.9,"Comedy, Drama, Romance",91.0,PG,1971,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Patton,7.9,"Biography, Drama, War",172.0,U,1970,,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Wild Bunch,7.9,"Action, Adventure, Western",145.0,A,1969,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Night of the Living Dead,7.9,"Horror, Thriller",96.0,,1968,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
The Lion in Winter,7.9,"Biography, Drama, History",134.0,PG,1968,,,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
In the Heat of the Night,7.9,"Crime, Drama, Mystery",110.0,U,1967,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Charade,7.9,"Comedy, Mystery, Romance",113.0,U,1963,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
The Manchurian Candidate,7.9,"Drama, Thriller",126.0,PG-13,1962,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Spartacus,7.9,"Adventure, Biography, Drama",197.0,A,1960,,,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L'avventura,7.9,"Drama, Mystery",144.0,U,1960,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Hiroshima mon amour,7.9,"Drama, Romance",90.0,,1959,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Ten Commandments,7.9,"Adventure, Drama",220.0,U,1956,,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Searchers,7.9,"Adventure, Drama, Western",119.0,Passed,1956,,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
East of Eden,7.9,Drama,118.0,U,1955,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High Noon,7.9,"Drama, Thriller, Western",85.0,PG,1952,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Strangers on a Train,7.9,"Crime, Film-Noir, Thriller",101.0,A,1951,,,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Harvey,7.9,"Comedy, Drama, Fantasy",104.0,Approved,1950,,,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Miracle on 34th Street,7.9,"Comedy, Drama, Family",96.0,,1947,,,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Notorious,7.9,"Drama, Film-Noir, Romance",102.0,U,1946,,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
The Big Sleep,7.9,"Crime, Film-Noir, Mystery",114.0,Passed,1946,,,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
The Lost Weekend,7.9,"Drama, Film-Noir",101.0,Passed,1945,,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Philadelphia Story,7.9,"Comedy, Romance",112.0,,1940,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
His Girl Friday,7.9,"Comedy, Drama, Romance",92.0,Passed,1940,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Adventures of Robin Hood,7.9,"Action, Adventure, Romance",102.0,PG,1938,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A Night at the Opera,7.9,"Comedy, Music, Musical",96.0,Passed,1935,,,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
King Kong,7.9,"Adventure, Horror, Sci-Fi",100.0,Passed,1933,,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Freaks,7.9,"Drama, Horror",64.0,,1932,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Nosferatu,7.9,"Fantasy, Horror",94.0,,1922,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
The Gentlemen,7.8,"Action, Comedy, Crime",113.0,A,2019,,,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raazi,7.8,"Action, Drama, Thriller",138.0,UA,2018,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Sound of Metal,7.8,"Drama, Music",120.0,R,2019,,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Forushande,7.8,Drama,124.0,UA,2016,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dunkirk,7.8,"Action, Drama, History",106.0,UA,2017,235.0,533696799.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Perfetti sconosciuti,7.8,"Comedy, Drama",96.0,,2016,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hidden Figures,7.8,"Biography, Drama, History",127.0,UA,2016,768.0,235957472.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Paddington 2,7.8,"Adventure, Comedy, Family",103.0,U,2017,609.0,290132513.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Udta Punjab,7.8,"Action, Crime, Drama",148.0,A,2016,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kubo and the Two Strings,7.8,"Animation, Action, Adventure",101.0,PG,2016,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M.S. Dhoni: The Untold Story,7.8,"Biography, Drama, Sport",184.0,U,2016,,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Manchester by the Sea,7.8,Drama,137.0,UA,2016,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Under sandet,7.8,"Drama, History, War",100.0,R,2015,,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Rogue One,7.8,"Action, Adventure, Sci-Fi",133.0,UA,2016,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Captain America: Civil War,7.8,"Action, Adventure, Sci-Fi",147.0,UA,2016,30.0,1155046416.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Hateful Eight,7.8,"Crime, Drama, Mystery",168.0,A,2015,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Little Women,7.8,"Drama, Romance",135.0,U,2019,506.0,332103783.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Loving Vincent,7.8,"Animation, Biography, Crime",94.0,UA,2017,,,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pride,7.8,"Biography, Comedy, Drama",119.0,R,2014,,,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le passé,7.8,"Drama, Mystery",130.0,PG-13,2013,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
La grande bellezza,7.8,Drama,141.0,,2013,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Lunchbox,7.8,"Drama, Romance",104.0,U,2013,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Vicky Donor,7.8,"Comedy, Romance",126.0,UA,2012,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Big Hero 6,7.8,"Animation, Action, Adventure",102.0,U,2014,166.0,657870525.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
About Time,7.8,"Comedy, Drama, Fantasy",123.0,R,2013,,,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
English Vinglish,7.8,"Comedy, Drama, Family",134.0,U,2012,,,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaze tachinu,7.8,"Animation, Biography, Drama",126.0,PG-13,2013,,,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toy Story 4,7.8,"Animation, Adventure, Comedy",100.0,U,2019,43.0,1073841394.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La migliore offerta,7.8,"Crime, Drama, Mystery",131.0,R,2013,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Moonrise Kingdom,7.8,"Comedy, Drama, Romance",94.0,A,2012,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
How to Train Your Dragon 2,7.8,"Animation, Action, Adventure",102.0,U,2014,184.0,621537519.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Big Short,7.8,"Biography, Comedy, Drama",130.0,A,2015,,,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kokuhaku,7.8,"Drama, Thriller",106.0,,2010,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ang-ma-reul bo-at-da,7.8,"Action, Crime, Drama",144.0,,2010,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Girl with the Dragon Tattoo,7.8,"Crime, Drama, Mystery",158.0,R,2011,780.0,232617430.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Captain Phillips,7.8,"Adventure, Biography, Crime",134.0,UA,2013,836.0,218791811.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ajeossi,7.8,"Action, Crime, Drama",119.0,R,2010,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Straight Outta Compton,7.8,"Biography, Drama, History",147.0,R,2015,939.0,201634991.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Madeo,7.8,"Crime, Drama, Mystery",129.0,R,2009,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Chugyeokja,7.8,"Action, Crime, Thriller",125.0,,2008,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Hobbit: The Desolation of Smaug,7.8,"Adventure, Fantasy",161.0,UA,2013,67.0,959079095.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Das weiße Band - Eine deutsche Kindergeschichte,7.8,"Drama, History, Mystery",144.0,UA,2009,,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Män som hatar kvinnor,7.8,"Crime, Drama, Mystery",152.0,R,2009,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Trial of the Chicago 7,7.8,"Drama, History, Thriller",129.0,R,2020,,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Druk,7.8,"Comedy, Drama",117.0,,2020,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Fighter,7.8,"Biography, Drama, Sport",116.0,UA,2010,,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Taken,7.8,"Action, Thriller",90.0,A,2008,804.0,226837760.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Boy in the Striped Pyjamas,7.8,"Drama, History, War",94.0,PG-13,2008,,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Once,7.8,"Drama, Music, Romance",86.0,R,2007,,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
The Hobbit: An Unexpected Journey,7.8,"Adventure, Fantasy",169.0,UA,2012,55.0,1017107150.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Auf der anderen Seite,7.8,Drama,122.0,,2007,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atonement,7.8,"Drama, Mystery, Romance",123.0,R,2007,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Drive,7.8,"Crime, Drama",100.0,A,2011,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Gangster,7.8,"Biography, Crime, Drama",157.0,A,2007,654.0,269755430.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Avatar,7.8,"Action, Adventure, Fantasy",162.0,UA,2009,1.0,2923710708.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mr. Nobody,7.8,"Drama, Fantasy, Romance",141.0,R,2009,,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Apocalypto,7.8,"Action, Adventure, Drama",139.0,A,2006,,,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Miss Sunshine,7.8,"Comedy, Drama",101.0,UA,2006,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hot Fuzz,7.8,"Action, Comedy, Mystery",121.0,UA,2007,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Curious Case of Benjamin Button,7.8,"Drama, Fantasy, Romance",166.0,UA,2008,494.0,335802786.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Veer-Zaara,7.8,"Drama, Family, Musical",192.0,U,2004,,,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Adams æbler,7.8,"Comedy, Crime, Drama",94.0,R,2005,,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pride & Prejudice,7.8,"Drama, Romance",129.0,PG,2005,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The World's Fastest Indian,7.8,"Biography, Drama, Sport",127.0,U,2005,,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Tôkyô goddofâzâzu,7.8,"Animation, Adventure, Comedy",90.0,UA,2003,,,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serenity,7.8,"Action, Adventure, Sci-Fi",119.0,PG-13,2005,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Walk the Line,7.8,"Biography, Drama, Music",136.0,PG-13,2005,,,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ondskan,7.8,Drama,113.0,,2003,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Notebook,7.8,"Drama, Romance",123.0,A,2004,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Diarios de motocicleta,7.8,"Adventure, Biography, Drama",126.0,U,2004,,,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lilja 4-ever,7.8,"Crime, Drama",109.0,R,2002,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Les triplettes de Belleville,7.8,"Animation, Comedy, Drama",80.0,PG-13,2003,,,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gongdong gyeongbi guyeok JSA,7.8,"Action, Drama, Thriller",110.0,,2000,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Count of Monte Cristo,7.8,"Action, Adventure, Drama",131.0,PG-13,2002,,,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waking Life,7.8,"Animation, Drama, Fantasy",99.0,R,2001,,,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Remember the Titans,7.8,"Biography, Drama, Sport",113.0,U,2000,,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Wo hu cang long,7.8,"Action, Adventure, Fantasy",120.0,UA,2000,,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Todo sobre mi madre,7.8,Drama,101.0,R,1999,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cast Away,7.8,"Adventure, Drama, Romance",143.0,UA,2000,333.0,429632142.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Boondock Saints,7.8,"Action, Crime, Thriller",108.0,R,1999,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Insider,7.8,"Biography, Drama, Thriller",157.0,UA,1999,,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
October Sky,7.8,"Biography, Drama, Family",108.0,PG,1999,,,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Shrek,7.8,"Animation, Adventure, Comedy",90.0,U,2001,263.0,488977919.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Titanic,7.8,"Drama, Romance",194.0,UA,1997,4.0,2264812968.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Hana-bi,7.8,"Crime, Drama, Romance",103.0,,1997,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gattaca,7.8,"Drama, Sci-Fi, Thriller",106.0,UA,1997,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
The Game,7.8,"Action, Drama, Mystery",129.0,UA,1997,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Breaking the Waves,7.8,Drama,159.0,R,1996,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ed Wood,7.8,"Biography, Comedy, Drama",127.0,U,1994,,,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
What's Eating Gilbert Grape,7.8,Drama,118.0,U,1993,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tombstone,7.8,"Action, Biography, Drama",130.0,R,1993,,,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Sandlot,7.8,"Comedy, Drama, Family",101.0,U,1993,,,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Remains of the Day,7.8,"Drama, Romance",134.0,U,1993,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Naked,7.8,"Comedy, Drama",132.0,,1993,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Fugitive,7.8,"Action, Crime, Drama",130.0,U,1993,426.0,368875760.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Bronx Tale,7.8,"Crime, Drama, Romance",121.0,R,1993,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Batman: Mask of the Phantasm,7.8,"Animation, Action, Crime",76.0,PG,1993,,,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lat sau san taam,7.8,"Action, Crime, Thriller",128.0,R,1992,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Night on Earth,7.8,"Comedy, Drama",129.0,R,1991,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La double vie de Véronique,7.8,"Drama, Fantasy, Music",98.0,R,1991,,,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Boyz n the Hood,7.8,"Crime, Drama",112.0,A,1991,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Misery,7.8,"Drama, Thriller",107.0,R,1990,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Awakenings,7.8,"Biography, Drama",121.0,U,1990,,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Majo no takkyûbin,7.8,"Animation, Adventure, Drama",103.0,U,1989,,,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glory,7.8,"Biography, Drama, History",122.0,R,1989,,,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Dip huet seung hung,7.8,"Action, Crime, Drama",111.0,R,1989,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Back to the Future Part II,7.8,"Adventure, Comedy, Sci-Fi",108.0,U,1989,504.0,332861197.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Mississippi Burning,7.8,"Crime, Drama, History",128.0,A,1988,,,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Predator,7.8,"Action, Adventure, Sci-Fi",107.0,A,1987,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Evil Dead II,7.8,"Action, Comedy, Fantasy",84.0,A,1987,,,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ferris Bueller's Day Off,7.8,Comedy,103.0,U,1986,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Down by Law,7.8,"Comedy, Crime, Drama",107.0,R,1986,,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Goonies,7.8,"Adventure, Comedy, Family",114.0,U,1985,,,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Color Purple,7.8,Drama,154.0,U,1985,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Breakfast Club,7.8,"Comedy, Drama",97.0,UA,1985,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Killing Fields,7.8,"Biography, Drama, History",141.0,UA,1984,,,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ghostbusters,7.8,"Action, Comedy, Fantasy",105.0,UA,1984,594.0,296640120.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Right Stuff,7.8,"Adventure, Biography, Drama",193.0,PG,1983,,,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The King of Comedy,7.8,"Comedy, Crime, Drama",109.0,U,1982,,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E.T. the Extra-Terrestrial,7.8,"Family, Sci-Fi",115.0,U,1982,108.0,797307407.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Kramer vs. Kramer,7.8,Drama,105.0,A,1979,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Days of Heaven,7.8,"Drama, Romance",94.0,PG,1978,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
